yearCombine,idPlayer,nameFirst,nameLast,namePlayer,slugPosition,heightWOShoesInches,heightWOShoes,weightLBS,wingspanInches,wingspan,reachStandingInches,reachStandingO,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,heightWShoes,lengthHandInches,widthHandInches,timeModifiedLaneAgility,setSpot15CornerLeft,setSpot15BreakLeft,setSpot15TopKey,setSpot15BreakRight,setSpot15CornerRight,setSpot15CornerLeftCollege,setSpot15BreakLeftCollege,setSpot15TopKeyCollege,setSpot15BreakRightCollege,setSpot15CornerRightCollege,setSpot15CornerLeftNBA,setSpot15BreakLeftNBA,setSpot15TopKeyNBA,setSpotBreakRightNBA,setSpotCornerRightNBA,setSpot15CornerLeftMade,setSpot15CornerLeftAttempted,setSpot15CornerLeftPct,setSpot15BreakLeftMade,setSpot15BreakLeftAttempted,setSpot15BreakLeftPct,setSpot15TopKeyMade,setSpot15TopKeyAttempted,setSpot15TopKeyPct,setSpot15BreakRightMade,setSpot15BreakRightAttempted,setSpot15BreakRightPct,setSpot15CornerRightMade,setSpot15CornerRightAttempted,setSpot15CornerRightPct,setSpot15CornerLeftCollegeMade,setSpot15CornerLeftCollegeAttempted,setSpot15CornerLeftCollegePct,setSpot15BreakLeftCollegeMade,setSpot15BreakLeftCollegeAttempted,setSpot15BreakLeftCollegePct,setSpot15TopKeyCollegeMade,setSpot15TopKeyCollegeAttempted,setSpot15TopKeyCollegePct,setSpot15BreakRightCollegeMade,setSpot15BreakRightCollegeAttempted,setSpot15BreakRightCollegePct,setSpot15CornerRightCollegeMade,setSpot15CornerRightCollegeAttempted,setSpot15CornerRightCollegePct,setSpot15CornerLeftNBAMade,setSpot15CornerLeftNBAAttempted,setSpot15CornerLeftNBAPct,setSpot15BreakLeftNBAMade,setSpot15BreakLeftNBAAttempted,setSpot15BreakLeftNBAPct,setSpot15TopKeyNBAMade,setSpot15TopKeyNBAAttempted,setSpot15TopKeyNBAPct,setSpotBreakRightNBAMade,setSpotBreakRightNBAAttempted,setSpotBreakRightNBAPct,setSpotCornerRightNBAMade,setSpotCornerRightNBAAttempted,setSpotCornerRightNBAPct,setOffDrib15BreakLeft,setSpotOffDrib15TopKey,setOffDrib15BreakRight,setOnMove15,setOnMoveCollege,setOffDrib15BreakLeftMade,setOffDrib15BreakLeftAttempted,setOffDrib15BreakLeftPct,setSpotOffDrib15TopKeyMade,setSpotOffDrib15TopKeyAttempted,setSpotOffDrib15TopKeyPct,setOffDrib15BreakRightMade,setOffDrib15BreakRightAttempted,setOffDrib15BreakRightPct,setOnMove15Made,setOnMove15Attempted,setOnMove15Pct,setOnMoveCollegeMade,setOnMoveCollegeAttempted,setOnMoveCollegePct,setOffDribBreakLeftCollege,setOffDribTopKeyCollege,setOffDribBreakRightCollege,setOffDribBreakLeftCollegeMade,setOffDribBreakLeftCollegeAttempted,setOffDribBreakLeftCollegePct,setOffDribTopKeyCollegeMade,setOffDribTopKeyCollegeAttempted,setOffDribTopKeyCollegePct,setOffDribBreakRightCollegeMade,setOffDribBreakRightCollegeAttempted,setOffDribBreakRightCollegePct
2003,12063,Brooks,Sales,Brooks Sales,PF-C,81,6' 9'',232,82,6' 10'',108,9' 0'',26,29.5,11.05,3.29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2422,John,Salmons,John Salmons,SF-SG,77.5,6' 5.5'',207,82.25,6' 10.25'',104,8' 8'',30.5,34.5,11.350000000000001,3.25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2453,Predrag,Savovic,Predrag Savovic,SG,76.75,6' 4.75'',212,79,6' 7'',102,8' 6'',22.5,28.5,10.94,3.38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,201324,Julian,Sensley,Julian Sensley,PF-SF,79,6' 7'',228,83.5,6' 11.5'',105.5,8' 9.5'',27.5,31.5,11.850000000000001,3.32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12064,Israel,Sheinfeld,Israel Sheinfeld,PF-C,80.25,6' 8.25'',239,81.75,6' 9.75'',106.5,8' 10.5'',,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12065,Preston,Shumpert,Preston Shumpert,SF,78,6' 6'',197,80.5,6' 8.5'',103.5,8' 7.5'',28.5,29,11.03,3.24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2447,Tamar,Slay,Tamar Slay,SF,78.75,6' 6.75'',203,83.5,6' 11.5'',104,8' 8'',32.5,38,10.94,3.09,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2443,Darius,Songaila,Darius Songaila,PF,80,6' 8'',240,85,7' 1'',108.5,9' 0.5'',24.5,29.5,11.69,3.52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2405,Amar'e,Stoudemire,Amar'e Stoudemire,PF,80.5,6' 8.5'',233,85.75,7' 1.75'',108.5,9' 0.5'',32,35.5,11.19,3.25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2445,Marcus,Taylor,Marcus Taylor,PG,73,6' 1'',181,76.5,6' 4.5'',98.5,8' 2.5'',27.5,33.5,11.25,3.3099999999999996,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12297,Jobey,Thomas,Jobey Thomas,SG,74.75,6' 2.75'',183,77.75,6' 5.75'',99.5,8' 3.5'',26,32,11.46,3.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2402,Dajuan,Wagner,Dajuan Wagner,PG-SG,72.75,6' 0.75'',193,74,6' 2'',99,8' 3'',28,35,12.03,3.22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2404,Chris,Wilcox,Chris Wilcox,PF-C,80.25,6' 8.25'',218,85,7' 1'',107.5,8' 11.5'',31,34.5,11.43,3.16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2421,Frank,Williams,Frank Williams,PG,73.5,6' 1.5'',212,80,6' 8'',100.5,8' 4.5'',26,31,11.729999999999999,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2398,Jay,Williams,Jay Williams,PG,72.25,6' 0.25'',197,75.5,6' 3.5'',97,8' 1'',28.5,36,10.34,3.09,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2465,George,Williams,George Williams,PF-SF,77.75,6' 5.75'',214,84.5,7' 0.5'',103,8' 7'',33.5,39,11.209999999999999,3.24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2417,Qyntel,Woods,Qyntel Woods,SF-SG,79,6' 7'',213,82,6' 10'',105,8' 9'',33.5,34.5,11.94,3.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2428,Vincent,Yarbrough,Vincent Yarbrough,SF,77.5,6' 5.5'',202,84.5,7' 0.5'',104.5,8' 8.5'',30,34,11.7,3.32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,200995,Aloysius,Anagonye,Aloysius Anagonye,PF,78.75,6' 6.75'',257,86.5,7' 2.5'',106,8' 10'',31,34.5,12.93,3.3,6,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12072,Rick,Anderson,Rick Anderson,SF-PF,80.25,6' 8.25'',216,83,6' 11'',106.5,8' 10.5'',26,30.5,11.229999999999999,3.4,6,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2546,Carmelo,Anthony,Carmelo Anthony,SF,78.25,6' 6.25'',233,84,7' 0'',105.5,8' 9.5'',30.5,33.5,11.4,3.15,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2602,Jerome,Beasley,Jerome Beasley,SF-PF,81,6' 9'',237,84.5,7' 0.5'',107,8' 11'',27,32,11.360000000000001,3.25,10,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2559,Troy,Bell,Troy Bell,PG,72.25,6' 0.25'',178,77,6' 5'',97.5,8' 1.5'',34.5,41,10.89,3.06,17,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12073,LaVell,Blanchard,LaVell Blanchard,SF,78,6' 6'',205,78,6' 6'',101.5,8' 5.5'',33.5,36.5,11.639999999999999,3.38,12,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2586,Keith,Bogans,Keith Bogans,SG,76.25,6' 4.25'',213,81.25,6' 9.25'',101,8' 5'',29.5,35,11.43,3.25,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2588,Matt,Bonner,Matt Bonner,PF-SF,80.5,6' 8.5'',242,80.75,6' 8.75'',105.5,8' 9.5'',27,32,11.52,3.32,20,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2547,Chris,Bosh,Chris Bosh,PF,82.25,6' 10.25'',225,87.5,7' 3.5'',109,9' 1'',30.5,33,11.8,3.3,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2651,Jermaine,Boyette,Jermaine Boyette,PG-SG,73,6' 1'',187,76,6' 4'',96,8' 0'',29,35.5,11.2,3.07,14,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12295,Souleymane,Camara,Souleymane Camara,PF-SF,81.75,6' 9.75'',211,86.25,7' 2.25'',109,9' 1'',28.5,34.5,11.51,3.2,2,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2679,Matt,Carroll,Matt Carroll,SG-SF,77,6' 5'',207,78.5,6' 6.5'',98.5,8' 2.5'',29,33.5,11.11,3.3499999999999996,13,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2555,Nick,Collison,Nick Collison,PF,80.75,6' 8.75'',255,85.5,7' 1.5'',108,9' 0'',28,33,11.62,3.2800000000000002,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2567,Brian,Cook,Brian Cook,PF-SF,81.5,6' 9.5'',234,86,7' 2'',109,9' 1'',25,29,11.870000000000001,3.4499999999999997,6,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12074,Joel,Cornette,Joel Cornette,PF-SF,80.25,6' 8.25'',239,81.25,6' 9.25'',105.5,8' 9.5'',26,32.5,11.27,3.14,13,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2605,Marquis,Daniels,Marquis Daniels,SG-PG,77.25,6' 5.25'',198,82,6' 10'',103.5,8' 7.5'',30.5,35,11.62,3.25,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12075,Aleksander,Djuric,Aleksander Djuric,C-PF,82,6' 10'',253,84,7' 0'',108,9' 0'',23.5,27.5,11.97,3.65,3,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12076,Ruben,Douglas,Ruben Douglas,SG,75.5,6' 3.5'',193,79.25,6' 7.25'',100.5,8' 4.5'',28.5,35,11.950000000000001,3.27,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2648,Ronald,Dupree,Ronald Dupree,SF-SG,78,6' 6'',209,80.25,6' 8.25'',101,8' 5'',37.5,41.5,11.09,3.23,11,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2606,Carl,English,Carl English,SG-PG,76,6' 4'',201,77.25,6' 5.25'',98.5,8' 2.5'',28,34,11.77,3.32,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12077,Ebi,Ere,Ebi Ere,SG,75.5,6' 3.5'',210,82.5,6' 10.5'',102,8' 6'',29.5,33.5,11.38,3.16,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12078,Marquis,Estill,Marquis Estill,PF-C,80.5,6' 8.5'',257,88,7' 4'',108,9' 0'',30,36,12.92,3.3099999999999996,7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2551,T.J.,Ford,T.J. Ford,PG,71,5' 11'',162,71.5,5' 11.5'',93.5,7' 9.5'',32.5,39.5,11.450000000000001,3.2,0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12079,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',194,73,6' 1'',92,7' 8'',30.5,35,10.62,3.17,10,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2584,Willie,Green,Willie Green,SG-PG,74.5,6' 2.5'',201,79.25,6' 7.25'',100,8' 4'',28.5,28.5,11.860000000000001,3.19,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12080,Justin,Hamilton,Justin Hamilton,PG-SG,75,6' 3'',217,83,6' 11'',103,8' 7'',30,37.5,11.18,3.18,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2580,Travis,Hansen,Travis Hansen,SG,76.5,6' 4.5'',200,78.5,6' 6.5'',100.5,8' 4.5'',31.5,35,10.719999999999999,3.18,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12081,Trevor,Harvey,Trevor Harvey,C-PF,81.5,6' 9.5'',245,85,7' 1'',109.5,9' 1.5'',29.5,32,11.850000000000001,3.32,11,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2618,Marcus,Hatten,Marcus Hatten,PG,72.75,6' 0.75'',163,78.25,6' 6.25'',98,8' 2'',29.5,37.5,11.5,3.15,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2550,Kirk,Hinrich,Kirk Hinrich,PG-SG,74.75,6' 2.75'',186,78,6' 6'',98.5,8' 2.5'',29,33.5,10.98,3.1,10,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12082,Jerry,Holman,Jerry Holman,PF,80.75,6' 8.75'',232,87.25,7' 3.25'',109.5,9' 1.5'',33,37.5,11.54,3.24,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12083,Sam,Hoskin,Sam Hoskin,PF,79.25,6' 7.25'',261,82.75,6' 10.75'',107.5,8' 11.5'',,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2572,Josh,Howard,Josh Howard,SF-SG,77.25,6' 5.25'',202,86,7' 2'',105.5,8' 9.5'',33,36.5,10.89,3.09,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2599,Brandon,Hunter,Brandon Hunter,PF,78.5,6' 6.5'',266,86.75,7' 2.75'',105.5,8' 9.5'',32.5,35,11.129999999999999,3.21,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12084,Sani,Ibrahim,Sani Ibrahim,C-PF,80.5,6' 8.5'',229,85,7' 1'',109.5,9' 1.5'',26,30.5,13.02,3.4,12,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12085,Michael,Ignerski,Michael Ignerski,PF-SF,81.5,6' 9.5'',232,82.75,6' 10.75'',107,8' 11'',26.5,33,11.209999999999999,3.13,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12086,Robert,Jackson,Robert Jackson,PF-C,79.75,6' 7.75'',254,84,7' 0'',107.5,8' 11.5'',23.5,26,11.26,3.25,15,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2544,LeBron,James,LeBron James,SF-SG,79.25,6' 7.25'',245,84.25,7' 0.25'',106.25,8' 10.25'',,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2639,Britton,Johnsen,Britton Johnsen,SF-PF,82,6' 10'',212,82.75,6' 10.75'',107.5,8' 11.5'',26.5,32.5,10.67,3.08,13,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2563,Dahntay,Jones,Dahntay Jones,SG-SF,76.75,6' 4.75'',214,81,6' 9'',102.5,8' 6.5'',30,39.5,10.91,3.11,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2592,James,Jones,James Jones,SF,79.25,6' 7.25'',218,86.5,7' 2.5'',107.5,8' 11.5'',30.5,33,11.18,3.19,9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2549,Chris,Kaman,Chris Kaman,C-PF,83.5,6' 11.5'',252,83.75,6' 11.75'',110.5,9' 2.5'',23.5,30.5,11.33,3.3699999999999997,15,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2574,Jason,Kapono,Jason Kapono,SG-SF,78.5,6' 6.5'',215,78.5,6' 6.5'',102,8' 6'',23.5,30,11.04,3.38,8,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12087,Jason,Keep,Jason Keep,C-PF,81.75,6' 9.75'',270,84.5,7' 0.5'',106.5,8' 10.5'',29.5,34,11.18,3.3,27,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12088,Bernard,King,Bernard King,SG-PG,75.75,6' 3.75'',200,77.5,6' 5.5'',98.5,8' 2.5'',28,33.5,11.370000000000001,3.18,11,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2688,Brandin,Knight,Brandin Knight,PG,71.75,5' 11.75'',190,78,6' 6'',95.5,7' 11.5'',,,,,6,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2594,Kyle,Korver,Kyle Korver,SF,78.25,6' 6.25'',211,81.5,6' 9.5'',102.5,8' 6.5'',25.5,31.5,11.42,3.4699999999999998,13,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2591,James,Lang,James Lang,C-PF,80.25,6' 8.25'',316,90.25,7' 6.25'',110,9' 2'',24.5,32,14.01,3.55,8,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12089,Donald,Little,Donald Little,PF-C,81.5,6' 9.5'',229,87,7' 3'',97,8' 1'',33,37,11.18,3.2,18,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2658,Chris,Marcus,Chris Marcus,C,84,7' 0'',334,92,7' 8'',114,9' 6'',,,,,12,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,12090,Chris,Massie,Chris Massie,PF-C,78.5,6' 6.5'',259,85,7' 1'',106.5,8' 10.5'',26.5,33,12.48,3.22,13,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
